Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
189;19700174989;"Iranian Journal of Child Neurology";journal;"20080700, 17354668";0,273;Q3;11;59;162;1886;127;157;0,76;31,97;Iran;Middle East;"Iranian Child Neurology Society";"2009-2020";"Neurology (clinical) (Q3); Pediatrics, Perinatology and Child Health (Q3); Neurology (Q4)"
190;55581;"Pediatric Endocrinology Reviews";journal;"15654753";0,273;Q3;35;32;150;0;115;137;0,66;0,00;Israel;Middle East;"YS Medical Media Ltd.";"2003-2020";"Endocrinology, Diabetes and Metabolism (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
191;4000152109;"Journal of Pediatric Neurosciences";journal;"18171745";0,272;Q3;15;59;349;713;196;298;0,56;12,08;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2006-2019";"Pediatrics, Perinatology and Child Health (Q3); Neuroscience (miscellaneous) (Q4)"
192;15071;"International Journal of Adolescent Medicine and Health";journal;"03340139, 21910278";0,271;Q3;37;143;388;4824;252;219;1,24;33,73;Germany;Western Europe;"Walter de Gruyter GmbH";"1985-1989, 1991-1995, 1997-2020";"Pediatrics, Perinatology and Child Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
193;19700174939;"Indian Journal of Medical and Paediatric Oncology";journal;"09752129, 09715851";0,251;Q3;20;189;332;2885;206;284;0,63;15,26;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2009-2019";"Pediatrics, Perinatology and Child Health (Q3); Oncology (Q4)"
194;34848;"Boletin Medico del Hospital Infantil de Mexico";journal;"16651146, 05396115";0,247;Q3;10;43;186;973;138;167;0,72;22,63;Mexico;Latin America;"Hospital Infantil de Mexico Federico Gomez";"1946-1965, 1974-1998, 2012-2020";"Pediatrics, Perinatology and Child Health (Q3)"
195;15154;"Minerva Pediatrica";journal;"18271715, 00264946";0,243;Q3;28;79;269;2609;154;202;0,74;33,03;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1949-2020";"Pediatrics, Perinatology and Child Health (Q3)"
196;21100417267;"Archives of Pediatric Infectious Diseases";journal;"23221836, 23221828";0,240;Q3;11;33;135;860;106;127;0,85;26,06;Netherlands;Western Europe;"Kowsar";"2013-2020";"Pediatrics, Perinatology and Child Health (Q3); Infectious Diseases (Q4)"
197;28765;"Neonatal network : NN";journal;"15392880, 07300832";0,238;Q3;35;65;193;815;107;159;0,42;12,54;United States;Northern America;"Springer Publishing Company";"1985-2020";"Critical Care and Intensive Care Medicine (Q3); Critical Care Nursing (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
198;15132;"Klinische Padiatrie";journal;"14393824, 03008630";0,236;Q3;43;50;178;1025;100;158;0,55;20,50;Germany;Western Europe;"Georg Thieme Verlag";"1972-2020";"Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
199;19700182119;"Pediatric, Allergy, Immunology, and Pulmonology";journal;"2151321X, 21513228";0,236;Q3;21;31;129;823;84;115;0,75;26,55;United States;Northern America;"Mary Ann Liebert Inc.";"2010-2020";"Pediatrics, Perinatology and Child Health (Q3); Pulmonary and Respiratory Medicine (Q3); Immunology and Allergy (Q4)"
200;19985;"Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie";journal;"16642880, 14224917";0,232;Q3;24;67;201;1664;102;179;0,61;24,84;Switzerland;Western Europe;"Hogrefe Publishing";"1996-2020";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
201;14512;"Archivos Argentinos de Pediatria";journal;"03250075, 16683501";0,230;Q3;18;209;742;3414;338;572;0,56;16,33;Argentina;Latin America;"Sociedad Argentina de Pediatria";"1945, 1960-1974, 1976-1978, 2008-2020";"Pediatrics, Perinatology and Child Health (Q3)"
202;145442;"Journal of Indian Association of Pediatric Surgeons";journal;"09719261, 19983891";0,230;Q3;15;83;199;914;92;164;0,52;11,01;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2002, 2005-2020";"Pediatrics, Perinatology and Child Health (Q3); Surgery (Q3)"
203;144723;"Fetal and Pediatric Pathology";journal;"15513815, 15513823";0,224;Q3;35;121;177;3255;112;171;0,64;26,90;United Kingdom;Western Europe;"Informa Healthcare";"1983-1998, 2000-2020";"Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Pathology and Forensic Medicine (Q4)"
204;21100790061;"International Journal of Pediatrics (discontinued)";journal;"23455055";0,223;Q3;12;0;461;0;307;444;0,68;0,00;Iran;Middle East;"Mashhad University of Medical Sciences";"2013-2017";"Pediatrics, Perinatology and Child Health (Q3)"
205;11600154152;"Iranian Journal of Pediatrics";journal;"20082150, 20082142";0,222;Q3;22;82;311;1909;158;279;0,38;23,28;Iran;Middle East;"Kowsar Medical Publishing Company";"2008-2020";"Pediatrics, Perinatology and Child Health (Q3)"
206;21100301604;"Pediatric Dental Journal";journal;"18803997, 09172394";0,221;Q3;9;28;73;646;45;73;0,48;23,07;Netherlands;Western Europe;"Elsevier BV";"1997, 2004-2020";"Dentistry (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
207;14477;"Anales de Pediatria";journal;"16954033, 15772799";0,217;Q3;31;263;540;4097;287;476;0,65;15,58;Spain;Western Europe;"Ediciones Doyma, S.L.";"2003-2020";"Pediatrics, Perinatology and Child Health (Q3)"
208;15786;"Revista Chilena de Pediatria";journal;"07176228, 03704106";0,211;Q3;15;94;343;1872;196;267;0,71;19,91;Chile;Latin America;"Sociedad Chilena de Pediatria";"1945-1967, 1970-2020";"Pediatrics, Perinatology and Child Health (Q3)"
209;14489;"Archives de Pediatrie";journal;"0929693X, 1769664X";0,210;Q3;36;100;643;2411;301;594;0,57;24,11;France;Western Europe;"Elsevier Masson";"1994-2020";"Pediatrics, Perinatology and Child Health (Q3)"
210;20559;"Progress in Pediatric Cardiology";journal;"10589813, 15581519";0,208;Q3;30;61;194;1566;82;174;0,38;25,67;Ireland;Western Europe;"Elsevier Ireland Ltd";"1992-2020";"Cardiology and Cardiovascular Medicine (Q3); Pediatrics, Perinatology and Child Health (Q3)"
211;21100448010;"Journal of Comprehensive Pediatrics";journal;"22518177, 22518150";0,206;Q3;7;40;98;920;70;93;0,78;23,00;Iran;Middle East;"Kowsar Publishing Company";"2013-2020";"Pediatrics, Perinatology and Child Health (Q3)"
212;21100808900;"Voprosy Ginekologii, Akusherstva i Perinatologii";journal;"24149152, 17261678";0,203;Q3;7;101;239;2365;165;239;0,77;23,42;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2016-2019";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
213;19900192604;"Adolescencia e Saude";journal;"16799941, 21775281";0,202;Q3;5;50;174;1054;22;149;0,10;21,08;Brazil;Latin America;"Editorarte Projetos de Comunicacao e Editora";"2015-2019";"Pediatrics, Perinatology and Child Health (Q3)"
214;14951;"Clinical Pediatric Emergency Medicine";journal;"15228401";0,198;Q3;17;44;130;1087;60;118;0,42;24,70;United Kingdom;Western Europe;"W.B. Saunders Ltd";"1999-2019";"Emergency Medicine (Q3); Pediatrics, Perinatology and Child Health (Q3)"
215;18500163500;"Turk Pediatri Arsivi";journal;"13086278, 13060015";0,197;Q3;10;48;181;846;107;148;0,64;17,63;Turkey;Middle East;"Kare Publishing";"2006-2020";"Pediatrics, Perinatology and Child Health (Q3)"
216;16222;"Turkish Journal of Pediatrics";journal;"00414301";0,195;Q3;34;165;403;2886;170;395;0,36;17,49;Turkey;Middle East;"Turkish Journal of Pediatrics";"1963-2019";"Pediatrics, Perinatology and Child Health (Q3)"
217;21100853977;"Journal of Clinical Neonatology";journal;"22494847";0,192;Q3;2;0;3;0;5;3;0,00;0,00;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2015-2016";"Pediatrics, Perinatology and Child Health (Q3)"
218;19700201450;"Pediatrie pro Praxi";journal;"12130494, 18035264";0,190;Q3;4;59;239;794;11;215;0,03;13,46;Czech Republic;Eastern Europe;"SOLEN S.R.O.";"2011-2019";"Pediatrics, Perinatology and Child Health (Q3)"
219;21100795624;"Voprosy Detskoi Dietologii";journal;"24149519, 17275784";0,189;Q3;3;33;170;820;41;170;0,27;24,85;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2016-2019";"Pediatrics, Perinatology and Child Health (Q3); Food Science (Q4); Nutrition and Dietetics (Q4)"
220;15600;"Neuropsychiatrie de l'Enfance et de l'Adolescence";journal;"02229617, 17696615";0,186;Q3;16;52;177;1524;57;159;0,35;29,31;France;Western Europe;"Elsevier Masson";"1979-2020";"Pediatrics, Perinatology and Child Health (Q3); Developmental and Educational Psychology (Q4); Psychiatry and Mental Health (Q4)"
221;21100348516;"AJP Reports";journal;"21577005, 21576998";0,183;Q3;4;58;51;1331;27;49;0,50;22,95;United States;Northern America;"Thieme Medical Publishers Inc.";"2014-2020";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
222;19700175032;"SAJCH South African Journal of Child Health";journal;"19997671, 19943032";0,183;Q3;12;39;155;880;69;139;0,45;22,56;South Africa;Africa;"Health and Medical Publishing Group";"2008-2019";"Pediatrics, Perinatology and Child Health (Q3)"
223;21100203942;"Paediatrics and Child Health (United Kingdom)";journal;"1878206X, 17517222";0,182;Q3;19;96;300;885;128;275;0,48;9,22;United Kingdom;Western Europe;"Medicine Publishing";"2007-2020";"Pediatrics, Perinatology and Child Health (Q3)"
224;4700152438;"Journal of Indian Association for Child and Adolescent Mental Health";journal;"09731342";0,178;Q3;8;29;70;806;23;54;0,33;27,79;India;Asiatic Region;"Indian Association for Child and Adolescent Mental Health";"2006-2008, 2010-2019";"Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q4)"
225;11500153403;"NeoReviews";journal;"15269906";0,172;Q3;15;111;352;3051;60;193;0,32;27,49;United States;Northern America;"American Academy of Pediatrics";"2008-2020";"Pediatrics, Perinatology and Child Health (Q3)"
226;144721;"Chinese Journal of Contemporary Pediatrics";journal;"10088830";0,170;Q3;14;227;702;4527;210;702;0,29;19,94;China;Asiatic Region;"Xiangya Hospital of CSU";"2005-2020";"Pediatrics, Perinatology and Child Health (Q3); Medicine (miscellaneous) (Q4)"
227;21100839175;"Clinical Lactation";journal;"21580782, 21580537";0,170;Q3;2;22;62;382;11;43;0,26;17,36;United States;Northern America;"Springer Publishing Company";"2017-2020";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)"
228;29439;"Advances in Child Development and Behavior";journal;"00652407";0,169;Q3;38;19;57;2223;117;8;6,38;117,00;United States;Northern America;"Academic Press Inc.";"1964-1965, 1967, 1969-1976, 1978-1980, 1982, 1984-1985, 1987, 1989, 1991, 1993-1994, 1996, 1999, 2001-2020";"Pediatrics, Perinatology and Child Health (Q3); Behavioral Neuroscience (Q4); Developmental and Educational Psychology (Q4)"
229;19700173163;"Pediatric Endocrinology, Diabetes and Metabolism";journal;"2081237X, 20838441";0,169;Q3;12;36;79;1079;40;78;0,44;29,97;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2007-2019";"Pediatrics, Perinatology and Child Health (Q3); Endocrinology, Diabetes and Metabolism (Q4)"
230;21100825825;"Pediatric Traumatology, Orthopaedics and Reconstructive Surgery";journal;"23093994, 24108731";0,168;Q3;3;45;129;1140;29;129;0,22;25,33;Russian Federation;Eastern Europe;"LLC Eco-Vector";"2013-2019";"Pediatrics, Perinatology and Child Health (Q3); Orthopedics and Sports Medicine (Q4); Surgery (Q4)"
231;21100469397;"Iranian Journal of Neonatology";journal;"23222158, 22517510";0,166;Q4;7;63;151;1456;44;151;0,30;23,11;Iran;Middle East;"Mashhad University of Medical Sciences";"2013-2020";"Pediatrics, Perinatology and Child Health (Q4)"
232;19300156929;"Pesquisa Brasileira em Odontopediatria e Clinica Integrada";journal;"19834632, 15190501";0,165;Q4;7;159;232;4112;112;226;0,48;25,86;Brazil;Latin America;"Association of Support to Oral Health Research (APESB)";"2009-2020";"Dentistry (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q4)"
233;21100792112;"Journal of Pediatric and Neonatal Individualized Medicine";journal;"22810692";0,160;Q4;4;37;118;1001;36;105;0,43;27,05;Italy;Western Europe;"Hygeia Press di Corridori Marinella";"2016-2019";"Pediatrics, Perinatology and Child Health (Q4)"
234;14553;"Cesko-Slovenska Pediatrie";journal;"00692328";0,158;Q4;8;66;204;1445;19;177;0,13;21,89;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1955-2019";"Pediatrics, Perinatology and Child Health (Q4)"
235;24795;"European Journal of Pediatric Dermatology";journal;"11227672";0,158;Q4;9;60;222;423;13;99;0,20;7,05;Italy;Western Europe;"Dermatologia Pediatrica";"1994-2019";"Dermatology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
236;21100861075;"Child Health Nursing Research";journal;"22879129, 22879110";0,157;Q4;1;53;52;1502;15;52;0,29;28,34;South Korea;Asiatic Region;"Korean Academy of Child Health Nursing";"2018-2019";"Pediatrics (Q4); Pediatrics, Perinatology and Child Health (Q4)"
237;15027;"Hong Kong Journal of Paediatrics";journal;"10139923";0,155;Q4;9;48;152;668;21;100;0,22;13,92;Hong Kong;Asiatic Region;"Medcom Limited";"2005-2020";"Pediatrics, Perinatology and Child Health (Q4)"
238;19600157921;"African Journal of Paediatric Surgery";journal;"09745998, 01896725";0,153;Q4;15;0;106;0;37;95;0,13;0,00;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2009-2018";"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
239;21100857406;"Rossiyskiy Vestnik Perinatologii i Pediatrii";journal;"25002228, 10274065";0,149;Q4;4;136;249;2969;68;248;0,27;21,83;Russian Federation;Eastern Europe;"National Academy of Pediatric Science and Innovation";"2017-2019";"Pediatrics, Perinatology and Child Health (Q4)"
240;14984;"Current Paediatric Research";journal;"09719032";0,148;Q4;7;29;207;563;63;202;0,33;19,41;India;Asiatic Region;"Scientific Publishers of India";"1998-2019";"Pediatrics, Perinatology and Child Health (Q4)"
241;21100255429;"Journal of Pediatric Surgery Case Reports";journal;"22135766";0,146;Q4;7;230;597;3008;120;594;0,18;13,08;United States;Northern America;"Elsevier BV";"2013-2020";"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
242;21100877310;"Onkopediatria";journal;"23119977";0,146;Q4;2;12;26;268;5;25;0,20;22,33;Russian Federation;Eastern Europe;"Paediatrician Publishers, LLC";"2018-2019";"Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
243;21100299415;"Voprosy Prakticheskoi Pediatrii";journal;"18177646";0,146;Q4;5;86;210;2348;38;210;0,17;27,30;Russian Federation;Eastern Europe;"Dinastiia";"2013-2019";"Pediatrics, Perinatology and Child Health (Q4)"
244;145368;"Zeitschrift fur Epileptologie";journal;"16100646, 16176782";0,146;Q4;6;50;151;1819;36;120;0,34;36,38;Germany;Western Europe;"D. Steinkopff-Verlag";"1980, 2005-2020";"Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
245;28650;"Zeitschrift fur Geburtshilfe und Neonatologie";journal;"14391651, 09482393";0,144;Q4;18;88;143;1284;43;109;0,45;14,59;Germany;Western Europe;"Georg Thieme Verlag";"1995-2020";"Maternity and Midwifery (Q3); Medicine (miscellaneous) (Q4); Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
246;19600157002;"Pediatria de Atencion Primaria";journal;"11397632";0,143;Q4;8;69;217;1090;34;169;0,17;15,80;Spain;Western Europe;"Spanish Association of Primary Care Pediatrics";"2009-2019";"Pediatrics, Perinatology and Child Health (Q4)"
247;21100834345;"Voprosy Sovremennoi Pediatrii - Current Pediatrics";journal;"16825535, 16825527";0,142;Q4;4;40;178;1455;47;171;0,33;36,38;Russian Federation;Eastern Europe;"Publishing House of the Union of Pediatricians";"2014-2019";"Pediatrics, Perinatology and Child Health (Q4)"
248;21100200808;"Annals of Pediatric Surgery";journal;"16874137, 20905394";0,141;Q4;5;7;155;135;21;153;0,14;19,29;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2009, 2011-2020";"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
249;17100154710;"Asian Journal of Clinical Nutrition (discontinued)";journal;"20772033, 19921470";0,139;Q4;11;0;31;0;21;31;0,78;0,00;Pakistan;Asiatic Region;"Asian Network for Scientific Information";"2009-2018";"Food Science (Q4); Nutrition and Dietetics (Q4); Pediatrics, Perinatology and Child Health (Q4)"
250;15697;"Pediatria Polska";journal;"00313939";0,139;Q4;10;71;317;1757;38;300;0,14;24,75;Poland;Eastern Europe;"Termedia sp. z o.o.";"1949-2019";"Pediatrics, Perinatology and Child Health (Q4)"
251;7700153238;"Journal of Pediatric Infectious Diseases";journal;"13057707, 18710336";0,136;Q4;11;49;123;1390;23;113;0,24;28,37;Netherlands;Western Europe;"IOS Press";"2006-2020";"Infectious Diseases (Q4); Pediatrics, Perinatology and Child Health (Q4)"
252;19900193609;"Sri Lanka Journalof Child Health";journal;"2386110X, 13915452";0,136;Q4;5;83;255;1178;34;220;0,17;14,19;Sri Lanka;Asiatic Region;"Sri Lanka College of Paediatricians";"2011-2019";"Pediatrics, Perinatology and Child Health (Q4)"
253;15155;"Monatsschrift fur Kinderheilkunde";journal;"14330474, 00269298";0,131;Q4;21;171;423;3798;74;337;0,23;22,21;Germany;Western Europe;"Springer Verlag";"1952-2020";"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
254;4700151605;"International Journal of Pediatric Otorhinolaryngology Extra";journal;"18714048";0,130;Q4;8;0;53;0;10;53;0,12;0,00;Ireland;Western Europe;"Elsevier Ireland Ltd";"2006-2018";"Otorhinolaryngology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
255;144766;"Quaderni ACP";journal;"20391374";0,130;Q4;5;85;298;494;10;90;0,13;5,81;Italy;Western Europe;"Associazione Cultur Pediatri";"2005-2020";"Pediatrics, Perinatology and Child Health (Q4)"
256;15152;"Medico e Bambino";journal;"15913090";0,128;Q4;6;136;597;1001;27;242;0,12;7,36;Italy;Western Europe;"Medico e Bambino";"2000-2019";"Pediatrics, Perinatology and Child Health (Q4)"
257;21100403186;"Pediatric Infection and Vaccine";journal;"23841087, 23841079";0,126;Q4;3;24;83;552;12;80;0,22;23,00;South Korea;Asiatic Region;"Korean Society of Pediatric Infectious Diseases";"2014-2019";"Infectious Diseases (Q4); Pediatrics, Perinatology and Child Health (Q4)"
258;38476;"Zeitschrift fur Kinderchirurgie";journal;"01743082";0,125;Q4;0;0;1;0;0;1;0,00;0,00;Germany;Western Europe;"Hippokrates Verlag GmbH";"1973-1990";"Pediatrics, Perinatology and Child Health (Q4)"
259;19700174947;"Pakistan Paediatric Journal";journal;"03044904";0,124;Q4;5;36;146;669;9;132;0,04;18,58;Pakistan;Asiatic Region;"Pakistan Paediatric Association";"2007-2020";"Pediatrics, Perinatology and Child Health (Q4)"
260;21100239608;"Pediatric Hematology/Oncology and Immunopathology";journal;"17261708, 24149314";0,124;Q4;2;61;158;1873;8;155;0,04;30,70;Russian Federation;Eastern Europe;"Fund - Doctors, Innovations,Science for Children";"2005, 2013-2019";"Hematology (Q4); Immunology (Q4); Immunology and Allergy (Q4); Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
261;21100395059;"Acta Pediatrica de Mexico";journal;"01862391, 23958235";0,122;Q4;3;44;161;893;20;141;0,12;20,30;Mexico;Latin America;"Sistema Nacional Para El Desarrollo Integral De La Familia";"2014-2020";"Pediatrics, Perinatology and Child Health (Q4)"
262;98396;"SD Revista Medica Internacional sobre el Sindrome de Down (discontinued)";journal;"11382074";0,122;Q4;5;0;19;0;7;19;0,36;0,00;Spain;Western Europe;"Elsevier Doyma";"1999-2017";"Medicine (miscellaneous) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
263;5100155059;"Pediatria i Medycyna Rodzinna";journal;"17341531";0,121;Q4;4;37;176;843;19;171;0,11;22,78;Poland;Eastern Europe;"Medical Communications";"2006-2019";"Family Practice (Q4); Pediatrics, Perinatology and Child Health (Q4)"
264;15788;"Revista Cubana de Pediatria";journal;"00347531, 15613119";0,121;Q4;9;59;171;1512;30;147;0,19;25,63;Cuba;Latin America;"Editorial Ciencias Medicas";"1946-1963, 1972-1977, 1988-1991, 1996-2002, 2005-2020";"Pediatrics, Perinatology and Child Health (Q4)"
265;5000158601;"Journal of Pediatric Neurology";journal;"13042580, 13050613";0,119;Q4;15;43;138;931;18;123;0,20;21,65;United States;Northern America;"Thieme Medical Publishers Inc.";"2003-2020";"Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
266;14437;"Acta Pediatrica Espanola";journal;"00016640";0,118;Q4;9;20;120;566;16;102;0,17;28,30;Spain;Western Europe;"Ediciones Mayo S.A.";"1947-1965, 1973-2019";"Pediatrics, Perinatology and Child Health (Q4)"
267;21100873489;"Journal of Child Science";journal;"24745871";0,116;Q4;8;14;93;521;14;84;0,19;37,21;Germany;Western Europe;"Georg Thieme Verlag";"2017-2020";"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
268;15684;"Pediatria Integral";journal;"11354542";0,116;Q4;7;79;279;1191;18;157;0,07;15,08;Spain;Western Europe;"Ediciones Ergon SA";"1997-2001, 2003-2020";"Pediatrics, Perinatology and Child Health (Q4)"
269;15767;"Pediatriya - Zhurnal im G.N. Speranskogo";journal;"0031403X";0,116;Q4;3;252;587;5236;63;550;0,10;20,78;Russian Federation;Eastern Europe;"Mezhdunarodnyi Fond Okhrany Zdorov'ya Materi i Rebenka";"1945-1956, 1958-1993, 2016-2020";"Pediatrics, Perinatology and Child Health (Q4)"
270;14956;"Cocuk Sagligi ve Hastaliklari Dergisi";journal;"00100161";0,114;Q4;12;0;52;0;4;52;0,08;0,00;Turkey;Middle East;"Cocuk Sagligi ve Hastaliklan Dergisi";"1992-2018";"Pediatrics, Perinatology and Child Health (Q4)"
271;15625;"Paediatria Croatica";journal;"13301403, 1846405X";0,114;Q4;8;7;77;174;5;76;0,06;24,86;Croatia;Eastern Europe;"Children's Hospital Zagreb";"1993-2019";"Pediatrics, Perinatology and Child Health (Q4)"
272;5700157895;"Enfance";journal;"00137545";0,113;Q4;12;26;101;1151;9;93;0,10;44,27;France;Western Europe;"Presses Universitaires de France";"1949-1953, 2002-2019";"Arts and Humanities (miscellaneous) (Q4); Developmental and Educational Psychology (Q4); Education (Q4); Health (social science) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
273;19700174963;"Journal of Nepal Paediatric Society";journal;"19907974, 19907982";0,113;Q4;7;0;165;0;26;158;0,11;0,00;Nepal;Asiatic Region;"Nepal Paediatric Society (NEPAS)";"2008-2018";"Pediatrics, Perinatology and Child Health (Q4)"
274;21100854187;"Journal of Paediatric Respirology and Critical Care";journal;"18144527";0,113;Q4;0;0;2;0;0;2;0,00;0,00;Hong Kong;Asiatic Region;"Medcom Limited";"2014-2016";"Critical Care and Intensive Care Medicine (Q4); Pediatrics, Perinatology and Child Health (Q4); Pulmonary and Respiratory Medicine (Q4)"
275;21100810661;"Revue d'Oncologie Hematologie Pediatrique";journal;"22134670, 22134689";0,113;Q4;3;0;63;0;8;49;0,16;0,00;Italy;Western Europe;"Elsevier Masson SAS";"2013-2017";"Hematology (Q4); Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
276;19700175009;"Cocuk Enfeksiyon Dergisi";journal;"13071068, 13085271";0,112;Q4;8;53;146;753;6;94;0,05;14,21;Turkey;Middle East;"Aves";"2009-2019";"Infectious Diseases (Q4); Pediatrics, Perinatology and Child Health (Q4)"
277;19700175001;"Guncel Pediatri";journal;"13086308, 13049054";0,112;Q4;4;19;109;628;4;106;0,01;33,05;Turkey;Middle East;"Galenos Yayinevi";"2009-2019";"Pediatrics, Perinatology and Child Health (Q4)"
278;15351;"Journal de Pediatrie et de Puericulture";journal;"09877983";0,111;Q4;8;37;110;806;2;87;0,00;21,78;France;Western Europe;"Elsevier Masson";"1988-2020";"Pediatrics, Perinatology and Child Health (Q4)"
279;11700154371;"Adolescent Medicine: State of the Art Reviews";journal;"19344287";0,110;Q4;31;15;53;762;11;48;0,38;50,80;United States;Northern America;"American Academy of Pediatrics";"2007-2019";"Medicine (miscellaneous) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
280;28120;"Perinatology";journal;"09722408";0,110;Q4;3;6;54;89;2;45;0,06;14,83;India;Asiatic Region;"Prism Books Pvt Ltd";"2001-2009, 2011-2019";"Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
281;21100853550;"Case Reports in Perinatal Medicine";journal;"21928959, 21928932";0,108;Q4;1;0;3;0;0;3;0,00;0,00;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2014-2016";"Embryology (Q4); Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
282;21100448563;"Infant";journal;"17451205, 17451213";0,108;Q4;1;0;3;0;0;3;0,00;0,00;United Kingdom;Western Europe;"Stansted News Ltd";"2016-2017";"Pediatrics (Q4); Pediatrics, Perinatology and Child Health (Q4)"
283;21100854138;"Pediatria";journal;"24449369, 01204912";0,108;Q4;1;0;3;0;1;3;0,00;0,00;Spain;Western Europe;"Sociedad Colombiana de Pediatria";"2012-2016";"Pediatrics, Perinatology and Child Health (Q4)"
284;4400151739;"Cocuk Cerrahisi Dergisi";journal;"13055194";0,106;Q4;4;14;79;295;3;79;0,05;21,07;Turkey;Middle East;"Logos Medical Publishing";"2005-2019";"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
285;17600155117;"Devenir";journal;"10158154";0,106;Q4;11;14;57;571;4;51;0,06;40,79;Switzerland;Western Europe;"Editions Medecine et Hygiene";"2001-2019";"Developmental and Educational Psychology (Q4); Developmental Neuroscience (Q4); Life-span and Life-course Studies (Q4); Pediatrics (Q4); Pediatrics, Perinatology and Child Health (Q4)"
286;77687;"Revista Mexicana de Pediatria";journal;"00350052";0,106;Q4;3;22;124;459;14;109;0,13;20,86;Mexico;Latin America;"Sociedad Mexicana de Pediatria";"1986-1992, 2010-2019";"Pediatrics, Perinatology and Child Health (Q4)"
287;21100854840;"International Journal of Child and Adolescent Health";journal;"19395930";0,105;Q4;2;0;5;0;0;5;0,00;0,00;United States;Northern America;"Nova Science Publishers, Inc.";"2015-2016";"Pediatrics, Perinatology and Child Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
288;3900148508;"Ortho Magazine";journal;"12624586";0,105;Q4;1;0;17;0;0;5;0,00;0,00;France;Western Europe;"Elsevier Masson SAS";"2006-2017";"Developmental and Educational Psychology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
289;145646;"Gynakologische Endokrinologie";journal;"16102908, 16102894";0,104;Q4;6;54;152;1155;8;134;0,06;21,39;Germany;Western Europe;"Springer Verlag";"2005-2020";"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4); Reproductive Medicine (Q4)"
290;5700165150;"Paediatria Croatica, Supplement";journal;"1330724X";0,104;Q4;6;40;72;1390;3;68;0,02;34,75;Croatia;Eastern Europe;"Children's Hospital Zagreb";"1998-2019";"Pediatrics, Perinatology and Child Health (Q4)"
