Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
199;18828;"Scandinavian Journal of Caring Sciences";journal;"14716712, 02839318";0,625;Q2;63;177;357;7500;701;344;1,80;42,37;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2020";"Public Health, Environmental and Occupational Health (Q2)"
200;21304;"African Journal of AIDS Research";journal;"17279445, 16085906";0,624;Q2;26;44;132;1706;164;122;0,95;38,77;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Infectious Diseases (Q3); Virology (Q3)"
201;18500157900;"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment";journal;"19440057, 19440049";0,624;Q2;68;170;616;6853;1519;596;2,49;40,31;United States;Northern America;"Taylor and Francis Ltd.";"2008-2020";"Chemistry (miscellaneous) (Q2); Food Science (Q2); Health, Toxicology and Mutagenesis (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Toxicology (Q2)"
202;19317;"Salud Publica de Mexico";journal;"16067916, 00363634";0,624;Q2;52;120;417;3312;423;259;1,64;27,60;Mexico;Latin America;"Instituto Nacional de Salud Publica";"1961-2020";"Public Health, Environmental and Occupational Health (Q2)"
203;19200156914;"Journal of Policy and Practice in Intellectual Disabilities";journal;"17411130, 17411122";0,622;Q2;27;43;106;1666;138;103;1,08;38,74;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2009-2020";"Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)"
204;30048;"Journal of Primary Prevention";journal;"0278095X, 15736547";0,622;Q2;52;41;116;1662;204;106;1,86;40,54;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1981-2020";"Public Health, Environmental and Occupational Health (Q2)"
205;21892;"Journal of Behavioral Health Services and Research";journal;"10943412, 15563308";0,615;Q2;52;67;164;2965;283;152;1,68;44,25;United States;Northern America;"Springer New York";"1996-2020";"Health Policy (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)"
206;21339;"Health, Risk and Society";journal;"13698575, 14698331";0,612;Q2;47;22;82;1423;132;77;1,14;64,68;United Kingdom;Western Europe;"Routledge";"1999-2020";"Public Health, Environmental and Occupational Health (Q2)"
207;21100211347;"Trials in Vaccinology";journal;"18794378";0,610;Q2;10;0;16;0;45;16;0,00;0,00;Netherlands;Western Europe;"Elsevier BV";"2013-2016";"Public Health, Environmental and Occupational Health (Q2); Immunology (Q3); Infectious Diseases (Q3); Microbiology (Q3)"
208;21100242835;"Journal of Environmental Health Science and Engineering";journal;"2052336X";0,604;Q2;38;99;79;4627;256;78;2,56;46,74;United Kingdom;Western Europe;"Springer International Publishing AG";"2012-2020";"Applied Microbiology and Biotechnology (Q2); Environmental Engineering (Q2); Health, Toxicology and Mutagenesis (Q2); Pollution (Q2); Public Health, Environmental and Occupational Health (Q2); Waste Management and Disposal (Q2); Water Science and Technology (Q2)"
209;12385;"International Journal of Industrial Ergonomics";journal;"01698141, 18728219";0,603;Q2;75;130;320;5601;802;317;2,33;43,08;Netherlands;Western Europe;"Elsevier";"1986-2020";"Human Factors and Ergonomics (Q2); Public Health, Environmental and Occupational Health (Q2)"
210;20137;"Canadian Journal of Public Health";journal;"19207476, 00084263";0,601;Q2;69;122;361;3284;467;255;1,72;26,92;Canada;Northern America;"Canadian Public Health Association";"1945-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
211;29280;"Journal of Occupational Health";journal;"13489585, 13419145";0,600;Q2;56;63;218;1868;413;194;2,26;29,65;Japan;Asiatic Region;"Japan Society for Occupational Health";"1996-2020";"Public Health, Environmental and Occupational Health (Q2)"
212;29615;"Health Education Research";journal;"14653648, 02681153";0,599;Q2;99;50;163;2045;250;157;1,24;40,90;United Kingdom;Western Europe;"Oxford University Press";"1986-2020";"Education (Q2); Public Health, Environmental and Occupational Health (Q2)"
213;15300154846;"Journal of Occupational Medicine and Toxicology";journal;"17456673";0,599;Q2;36;31;127;1188;338;124;2,81;38,32;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Safety Research (Q1); Public Health, Environmental and Occupational Health (Q2); Toxicology (Q3)"
214;12480;"Work";journal;"18759270, 10519815";0,596;Q2;47;226;644;9476;966;612;1,31;41,93;Netherlands;Western Europe;"IOS Press";"1990-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Rehabilitation (Q2)"
215;6000161177;"HERD";journal;"21675112, 19375867";0,590;Q2;24;75;160;2180;301;116;2,01;29,07;United States;Northern America;"SAGE Publications Inc.";"2007-2020";"Critical Care and Intensive Care Medicine (Q2); Public Health, Environmental and Occupational Health (Q2)"
216;15898;"Journal of Evaluation in Clinical Practice";journal;"13652753, 13561294";0,588;Q2;70;240;537;8656;884;494;1,88;36,07;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1995-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
217;19500156817;"International Health";journal;"18763413, 18763405";0,586;Q2;27;120;200;3111;298;184;1,51;25,93;United Kingdom;Western Europe;"Oxford University Press";"2009-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
218;110220;"Human Ecology";journal;"15729915, 03007839";0,576;Q2;67;74;210;5174;360;196;1,83;69,92;United States;Northern America;"Springer Science + Business Media";"1972-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q2); Ecology (Q2); Environmental Science (miscellaneous) (Q2); Health (social science) (Q2); Health, Toxicology and Mutagenesis (Q2); Public Health, Environmental and Occupational Health (Q2); Sociology and Political Science (Q2)"
219;19700166506;"Tobacco Induced Diseases";journal;"16179625, 20707266";0,576;Q2;24;91;156;3283;225;154;1,24;36,08;United Kingdom;Western Europe;"BioMed Central Ltd.";"2009-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
220;4700151729;"Ciencia e Saude Coletiva";journal;"14138123";0,575;Q2;41;457;1212;14175;1243;1111;0,94;31,02;Brazil;Latin America;"Associacao Brasileira de Pos - Graduacao em Saude Coletiva";"2006-2020";"Health Policy (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
221;21100775590;"Games for health journal";journal;"21617856, 2161783X";0,570;Q2;26;49;150;2373;369;146;2,38;48,43;United States;Northern America;"Mary Ann Liebert Inc.";"2012-2020";"Computer Science Applications (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Rehabilitation (Q2)"
222;15594;"Journal of Biosocial Science";journal;"00219320, 14697599";0,567;Q2;50;121;176;5516;237;169;1,42;45,59;United Kingdom;Western Europe;"Cambridge University Press";"1969-2020";"Public Health, Environmental and Occupational Health (Q2); Social Sciences (miscellaneous) (Q2)"
223;20135;"Cadernos de Saude Publica";journal;"0102311X, 16784464";0,565;Q2;72;306;845;6498;864;702;1,20;21,24;Brazil;Latin America;"Fundacao Oswaldo Cruz";"1998-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
224;29928;"Journal of Cancer Education";journal;"15430154, 08858195";0,564;Q2;40;337;469;8968;771;437;1,65;26,61;United States;Northern America;"Springer Publishing Company";"1986-2020";"Public Health, Environmental and Occupational Health (Q2); Oncology (Q3)"
225;7600153124;"Journal of Hunger and Environmental Nutrition";journal;"19320248, 19320256";0,562;Q2;25;94;128;3814;194;119;1,79;40,57;United States;Northern America;"Taylor and Francis Ltd.";"2006-2020";"Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Nutrition and Dietetics (Q3)"
226;21100931380;"Environmental Health Insights";journal;"11786302";0,561;Q2;18;19;60;857;92;52;1,77;45,11;United States;Northern America;"SAGE Publications Inc.";"2008-2020";"Management, Monitoring, Policy and Law (Q2); Pollution (Q2); Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3)"
227;28201;"Biomedical and Environmental Sciences";journal;"08953988";0,556;Q2;51;121;378;3268;543;204;2,65;27,01;United Kingdom;Western Europe;"Elsevier";"1988-2020";"Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3)"
228;19700200833;"Journal of Integrative Environmental Sciences";journal;"19438168, 1943815X";0,554;Q2;17;12;25;514;63;25;2,67;42,83;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Environmental Science (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Renewable Energy, Sustainability and the Environment (Q3)"
229;26602;"Evaluation and Program Planning";journal;"01497189, 18737870";0,553;Q2;58;113;349;5204;665;337;1,94;46,05;United Kingdom;Western Europe;"Elsevier Ltd.";"1978-2020";"Business and International Management (Q2); Geography, Planning and Development (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2); Strategy and Management (Q2)"
230;19598;"Asia-Pacific Journal of Public Health";journal;"10105395, 19412479";0,551;Q2;33;101;281;2614;386;244;1,27;25,88;United States;Northern America;"SAGE Publications Inc.";"1987-1992, 1994-1996, 1998-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
231;50020;"Occupational Medicine";journal;"09627480, 14718405";0,550;Q2;79;139;491;2215;591;357;1,46;15,94;United Kingdom;Western Europe;"Oxford University Press";"1948-1949, 1951-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
232;21100784204;"Public Health Research and Practice";journal;"22042091";0,550;Q2;24;40;157;729;234;136;1,59;18,23;Australia;Pacific Region;"Sax Institute";"2014-2020";"Public Health, Environmental and Occupational Health (Q2)"
233;13035;"Annals of Human Biology";journal;"03014460, 14645033";0,547;Q2;57;80;253;3479;397;227;1,59;43,49;United Kingdom;Western Europe;"Informa Healthcare";"1974-2020";"Public Health, Environmental and Occupational Health (Q2); Aging (Q3); Epidemiology (Q3); Genetics (Q3); Physiology (Q3)"
234;19700188394;"International Journal of Evidence-Based Healthcare";journal;"17441595, 17441609";0,547;Q2;30;50;81;756;125;67;2,00;15,12;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2008-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
235;14742;"International Journal of Circumpolar Health";journal;"12399736, 22423982";0,540;Q2;41;68;171;2445;241;162;1,32;35,96;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
236;7100153131;"International Journal of Sexual Health";journal;"1931762X, 19317611";0,540;Q2;37;37;103;1800;145;100;1,63;48,65;United States;Northern America;"Routledge";"2007-2020";"Dermatology (Q2); Gender Studies (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2); Reproductive Medicine (Q3)"
237;21317;"Health Promotion Practice";journal;"15248399";0,538;Q2;46;165;320;4555;389;292;1,35;27,61;United States;Northern America;"SAGE Publications Inc.";"2000-2020";"Nursing (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
238;29249;"Journal of Agromedicine";journal;"1059924X, 15450813";0,529;Q2;27;59;139;1746;195;121;1,37;29,59;United States;Northern America;"Taylor and Francis Ltd.";"1994-2020";"Public Health, Environmental and Occupational Health (Q2)"
239;21100242826;"Safety and Health at Work";journal;"20937997, 20937911";0,529;Q2;24;69;188;2536;525;184;2,65;36,75;South Korea;Asiatic Region;"Elsevier BV";"2010-2020";"Chemical Health and Safety (Q2); Public Health, Environmental and Occupational Health (Q2); Safety Research (Q2); Safety, Risk, Reliability and Quality (Q2)"
240;17600155055;"Journal of Cancer Epidemiology";journal;"16878566, 16878558";0,522;Q2;22;9;26;309;32;25;1,00;34,33;United States;Northern America;"Hindawi Publishing Corporation";"2009-2020";"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3); Genetics (Q3)"
241;18200156702;"World Mycotoxin Journal";journal;"18750710, 18750796";0,520;Q2;32;38;159;2064;409;158;2,38;54,32;Netherlands;Western Europe;"Wageningen Academic Publishers";"2009-2020";"Food Science (Q2); Public Health, Environmental and Occupational Health (Q2); Toxicology (Q3)"
242;21906;"Journal of Public Health Policy";journal;"01975897, 1745655X";0,519;Q2;48;43;159;1536;186;133;1,21;35,72;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1980-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
243;21100438328;"Health security";journal;"23265108, 23265094";0,516;Q2;35;63;221;1619;206;197;1,03;25,70;United States;Northern America;"Mary Ann Liebert Inc.";"2015-2020";"Emergency Medicine (Q2); Health (social science) (Q2); Management, Monitoring, Policy and Law (Q2); Public Health, Environmental and Occupational Health (Q2); Safety Research (Q2); Health, Toxicology and Mutagenesis (Q3)"
244;25263;"Reviews on Environmental Health";journal;"00487554, 21910308";0,515;Q2;51;48;145;2859;266;131;2,49;59,56;Germany;Western Europe;"Walter de Gruyter GmbH";"1974-1975, 1977, 1979-1982, 1984-1987, 1989, 1991, 1994, 1996-2020";"Health (social science) (Q2); Pollution (Q2); Public Health, Environmental and Occupational Health (Q2)"
245;57468;"Journal of Preventive Medicine and Hygiene";journal;"11212233";0,507;Q2;24;70;156;2344;327;151;1,96;33,49;Italy;Western Europe;"Pacini Editore s.r.l.";"1992-1995, 2004-2019";"Public Health, Environmental and Occupational Health (Q2); Infectious Diseases (Q3)"
246;19700188350;"International Journal of Preventive Medicine";journal;"20088213, 20087802";0,506;Q2;35;182;332;5709;541;284;1,77;31,37;Iran;Middle East;"Wolters Kluwer Medknow Publications";"2010-2020";"Public Health, Environmental and Occupational Health (Q2)"
247;29278;"Journal of Occupational and Environmental Hygiene";journal;"15459624, 15459632";0,505;Q2;52;101;375;2676;575;356;1,53;26,50;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2020";"Public Health, Environmental and Occupational Health (Q2)"
248;17800156747;"Healthcare Policy";journal;"17156580, 17156572";0,504;Q2;20;39;98;611;115;82;1,08;15,67;Canada;Northern America;"Longwoods Publishing Corp.";"2009-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
249;21100779233;"Journal of racial and ethnic health disparities";journal;"21968837";0,503;Q2;18;152;324;6573;558;315;1,75;43,24;United States;Northern America;"Springer Nature";"2015-2020";"Anthropology (Q1); Health Policy (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Sociology and Political Science (Q2)"
250;40173;"Asian Pacific Journal of Cancer Prevention";journal;"15137368";0,502;Q2;70;525;2109;17286;3206;2073;1,58;32,93;Thailand;Asiatic Region;"Asian Pacific Organization for Cancer Prevention";"2000-2020";"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3); Oncology (Q3); Cancer Research (Q4)"
251;19835;"Current Sports Medicine Reports";journal;"15378918, 1537890X";0,502;Q2;47;109;316;2784;365;250;1,44;25,54;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2002-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)"
252;29230;"International Journal of Occupational Medicine and Environmental Health";journal;"12321087, 1896494X";0,499;Q2;44;65;237;2834;420;217;1,83;43,60;Germany;Western Europe;"Nofer Institute of Occupational Medicine";"1994-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
253;25223;"Toxicology and Industrial Health";journal;"07482337, 14770393";0,499;Q2;53;73;384;3071;705;343;1,89;42,07;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2020";"Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)"
254;18829;"Scandinavian Journal of Occupational Therapy";journal;"16512014, 11038128";0,498;Q2;37;82;162;4037;228;142;1,61;49,23;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-1996, 1999-2020";"Public Health, Environmental and Occupational Health (Q2)"
255;21100944557;"Health Equity";journal;"24731242";0,495;Q2;6;83;77;3052;95;74;1,28;36,77;United States;Northern America;"Mary Ann Liebert Inc.";"2017-2020";"Health Information Management (Q2); Health Policy (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)"
256;29199;"Industrial Health";journal;"18808026, 00198366";0,490;Q2;56;84;190;3590;336;169;1,73;42,74;Japan;Asiatic Region;"National Institute of Industrial Health";"1963-2020";"Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3)"
257;12574;"Journal of Radiological Protection";journal;"09524746, 13616498";0,482;Q2;43;107;329;2522;354;297;1,08;23,57;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1988-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Waste Management and Disposal (Q2)"
258;4600151502;"Revista Brasileira de Epidemiologia";journal;"1415790X, 19805497";0,481;Q2;29;120;224;2542;279;209;1,31;21,18;Brazil;Latin America;"Associacao Brasileira de Pos - Graduacao em Saude Coletiva";"2006-2020";"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3)"
259;13921;"High Altitude Medicine and Biology";journal;"15578682, 15270297";0,477;Q2;49;66;174;2180;242;152;1,58;33,03;United States;Northern America;"Mary Ann Liebert Inc.";"2000-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Physiology (Q3); Sports Science (Q3)"
260;25192;"Reviews of Environmental Contamination and Toxicology";journal;"01795953";0,477;Q2;73;13;52;1125;300;9;20,44;86,54;Germany;Western Europe;"Springer New York";"1987-2020";"Medicine (miscellaneous) (Q2); Pollution (Q2); Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3)"
261;19300156901;"Dose-Response";journal;"15593258";0,475;Q2;33;126;162;5739;347;131;2,79;45,55;United States;Northern America;"International Dose-Response Society";"2008-2020";"Public Health, Environmental and Occupational Health (Q2); Chemical Health and Safety (Q3); Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)"
262;21100267980;"GERMS";journal;"22482997";0,475;Q2;10;27;68;462;100;52;1,84;17,11;Romania;Eastern Europe;"European Academy of HIV/AIDS and Infectious Diseases";"2011-2020";"Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Infectious Diseases (Q3); Microbiology (medical) (Q3)"
263;21100338761;"Israel Journal of Health Policy Research";journal;"20454015";0,475;Q2;15;89;207;2659;255;131;1,59;29,88;United Kingdom;Western Europe;"BioMed Central Ltd.";"2012-2020";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
264;20739;"Family and Community Health";journal;"01606379, 15505057";0,474;Q2;44;32;122;1257;150;111;1,13;39,28;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1978-2020";"Public Health, Environmental and Occupational Health (Q2)"
265;21100790524;"Journal of Public Health Research";journal;"22799036, 22799028";0,473;Q2;8;18;78;600;106;69;1,51;33,33;Italy;Western Europe;"PagePress Publications";"2014-2019";"Public Health, Environmental and Occupational Health (Q2)"
266;17800156713;"Global Health Promotion";journal;"17579767, 17579759";0,470;Q2;28;117;190;3399;181;133;0,94;29,05;United Kingdom;Western Europe;"SAGE Publications Ltd";"1993, 2006, 2008-2020";"Public Health, Environmental and Occupational Health (Q2)"
267;25315;"Journal of Drug Issues";journal;"00220426";0,469;Q2;53;46;112;2655;171;112;1,39;57,72;United States;Northern America;"SAGE Publications Inc.";"1971-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Psychiatry and Mental Health (Q3)"
268;21100203104;"African Journal of Primary Health Care and Family Medicine";journal;"20712936, 20712928";0,468;Q2;15;84;240;2004;238;233;0,93;23,86;South Africa;Africa;"AOSIS (Pty) Ltd";"2009-2020";"Family Practice (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
269;20796;"Gesundheitswesen";journal;"14394421, 09413790";0,468;Q2;43;149;453;3400;308;395;0,74;22,82;Germany;Western Europe;"Georg Thieme Verlag";"1992-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
270;17512;"Journal of Water and Health";journal;"14778920";0,466;Q2;56;83;286;3097;504;282;1,47;37,31;United Kingdom;Western Europe;"IWA Publishing";"2003-2020";"Public Health, Environmental and Occupational Health (Q2); Waste Management and Disposal (Q2); Water Science and Technology (Q2); Infectious Diseases (Q3); Microbiology (medical) (Q3)"
271;21100388381;"Aerospace medicine and human performance";journal;"23756322, 23756314";0,464;Q2;66;206;551;3353;395;467;0,77;16,28;United States;Northern America;"Aerospace Medical Association";"2015-2020";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
272;29368;"Public Health Nursing";journal;"07371209, 15251446";0,463;Q3;53;109;227;3577;264;205;1,26;32,82;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1945-1952, 1984-2020";"Nursing (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
273;17700156001;"European Journal of Health Psychology";journal;"09438149";0,461;Q3;12;0;19;0;28;17;3,33;0,00;Germany;Western Europe;"Hogrefe Publishing";"2008-2016, 2018";"Health (social science) (Q2); Social Psychology (Q2); Applied Psychology (Q3); Public Health, Environmental and Occupational Health (Q3)"
274;28055;"Australian Journal of Primary Health";journal;"14487527";0,460;Q3;28;95;260;2328;287;244;1,15;24,51;Australia;Pacific Region;"CSIRO";"2001-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
275;4000148207;"Health Promotion Journal of Australia";journal;"10361073, 22011617";0,458;Q3;31;116;160;4227;213;132;1,47;36,44;Australia;Pacific Region;"John Wiley &amp; Sons Inc.";"2005-2020";"Community and Home Care (Q2); Public Health, Environmental and Occupational Health (Q3)"
276;20188;"Disaster Prevention & Management";journal;"09653562";0,455;Q3;49;92;138;3674;228;134;1,44;39,93;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1992-2020";"Business, Management and Accounting (miscellaneous) (Q2); Health (social science) (Q2); Management, Monitoring, Policy and Law (Q2); Public Health, Environmental and Occupational Health (Q3)"
277;21100198496;"American Journal of Lifestyle Medicine";journal;"15598276, 15598284";0,447;Q3;35;121;211;5053;228;186;1,05;41,76;United States;Northern America;"SAGE Publications Inc.";"2007-2014, 2016-2020";"Health Policy (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
278;146160;"International Journal of Injury Control and Safety Promotion";journal;"17457300";0,447;Q3;34;72;178;2338;231;149;1,60;32,47;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2020";"Safety Research (Q2); Public Health, Environmental and Occupational Health (Q3)"
279;19700201673;"Osong Public Health and Research Perspectives";journal;"22109099, 22336052";0,447;Q3;18;48;185;1502;230;161;0,88;31,29;South Korea;Asiatic Region;"Korea Centers for Disease Control and Prevention";"2010-2020";"Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3)"
280;27226;"Journal of Clinical Laboratory Analysis";journal;"08878013, 10982825";0,443;Q3;46;331;667;9137;1026;661;1,55;27,60;United States;Northern America;"Wiley-Liss Inc.";"1987-2020";"Medical Laboratory Technology (Q2); Biochemistry (medical) (Q3); Clinical Biochemistry (Q3); Hematology (Q3); Immunology and Allergy (Q3); Microbiology (medical) (Q3); Public Health, Environmental and Occupational Health (Q3)"
281;13473;"Home Health Care Services Quarterly";journal;"01621424, 15450856";0,439;Q3;27;18;46;525;44;46;0,81;29,17;United States;Northern America;"Routledge";"1979-2020";"Community and Home Care (Q2); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
282;22456;"International Journal of Pharmacy Practice";journal;"09617671, 20427174";0,438;Q3;35;98;206;3042;277;174;1,51;31,04;United Kingdom;Western Europe;"Wiley-Blackwell";"1991-2020";"Pharmaceutical Science (Q2); Pharmacy (Q2); Health Policy (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
283;4800152301;"Journal of Patient Safety";journal;"15498425, 15498417";0,438;Q3;32;87;245;2066;299;140;2,02;23,75;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2006-2020";"Leadership and Management (Q2); Public Health, Environmental and Occupational Health (Q3)"
284;3200147837;"Journal of Exercise Science and Fitness";journal;"1728869X";0,435;Q3;19;18;50;776;76;50;1,13;43,11;Singapore;Asiatic Region;"Elsevier";"2005-2020";"Pharmacology (nursing) (Q1); Pharmaceutical Science (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)"
285;21100448513;"Journal of Healthcare Leadership";journal;"11793201";0,435;Q3;9;10;30;518;65;28;2,50;51,80;United States;Northern America;"Dove Medical Press Limited";"2014-2020";"Leadership and Management (Q2); Organizational Behavior and Human Resource Management (Q2); Public Health, Environmental and Occupational Health (Q3)"
286;21100824974;"African Journal of Laboratory Medicine";journal;"22252002, 22252010";0,434;Q3;9;29;87;703;74;74;0,69;24,24;South Africa;Africa;"AOSIS (Pty) Ltd";"2014, 2016-2019";"Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3); Public Health, Environmental and Occupational Health (Q3)"
287;21100286809;"Policy and Practice in Health and Safety";journal;"14773996, 14774003";0,434;Q3;6;15;44;680;48;34;1,29;45,33;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2020";"Health (social science) (Q2); Safety Research (Q2); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
288;24412;"Community Dental Health";journal;"0265539X";0,433;Q3;49;47;143;1381;174;129;0,78;29,38;United Kingdom;Western Europe;"FDI World Dental Press Ltd";"1984-2020";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
289;15571;"Journal of Mental Health Policy and Economics";journal;"10914358, 1099176X";0,432;Q3;30;14;56;415;44;44;0,72;29,64;Italy;Western Europe;"ICMPE";"2002-2019";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
290;19900192595;"Zdravstveno Varstvo";journal;"18542476, 03510026";0,431;Q3;9;24;99;749;113;99;1,14;31,21;Germany;Western Europe;"De Gruyter Open Ltd.";"2010-2020";"Public Health, Environmental and Occupational Health (Q3)"
291;20832;"Indoor and Built Environment";journal;"1420326X, 14230070";0,430;Q3;40;180;316;7634;619;300;2,34;42,41;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2020";"Public Health, Environmental and Occupational Health (Q3)"
292;4000148502;"Rural and Remote Health";journal;"14456354";0,430;Q3;37;99;251;2418;290;226;1,10;24,42;Australia;Pacific Region;"James Cook University";"2005-2020";"Emergency Medical Services (Q1); Health (social science) (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
293;39097;"Annali dell'Istituto Superiore di Sanita";journal;"00212571";0,429;Q3;39;64;201;1350;329;189;1,29;21,09;Italy;Western Europe;"Istituto Superiore di Sanita";"1965-2019";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
294;13823;"Noise and Health";journal;"14631741, 19984030";0,427;Q3;45;12;118;349;183;114;1,17;29,08;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2002-2019";"Otorhinolaryngology (Q3); Public Health, Environmental and Occupational Health (Q3); Speech and Hearing (Q3)"
