Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
194;12300154709;"Asian Journal of Psychiatry";journal;"18762018, 18762026";0,736;Q2;29;286;728;7556;1054;417;2,59;26,42;Netherlands;Western Europe;"Elsevier";"2008-2020";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2)"
195;15460;"Eating and Weight Disorders";journal;"11244909, 15901262";0,728;Q2;41;283;273;12662;891;248;4,07;44,74;Switzerland;Western Europe;"Springer International Publishing AG";"1998-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
196;5200152840;"Intellectual and Developmental Disabilities";journal;"19349491, 19349556";0,728;Q2;60;50;124;758;165;118;1,10;15,16;United States;Northern America;"American Association on Intellectual and Developmental Disabilities";"2007-2020";"Community and Home Care (Q1); Education (Q1); Developmental and Educational Psychology (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
197;4000151904;"Palliative and Supportive Care";journal;"14789523, 14789515";0,724;Q2;45;127;291;3974;477;237;1,99;31,29;United Kingdom;Western Europe;"Cambridge University Press";"2003-2020";"Nursing (miscellaneous) (Q1); Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
198;130114;"Journal of Dual Diagnosis";journal;"15504271, 15504263";0,722;Q2;25;42;107;1820;177;93;1,40;43,33;United States;Northern America;"Routledge";"2004-2020";"Psychiatry and Mental Health (Q2)"
199;21100879731;"Journal of Experimental Psychopathology";journal;"20438087";0,722;Q2;7;34;94;2111;127;94;1,39;62,09;United Kingdom;Western Europe;"SAGE Publications Ltd";"2015-2019";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
200;22603;"Journal of Early Intervention";journal;"10538151";0,721;Q2;42;32;57;1633;113;57;1,43;51,03;United States;Northern America;"SAGE Publications Inc.";"1981-2020";"Developmental and Educational Psychology (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
201;18100;"Nordic Journal of Psychiatry";journal;"08039488, 15024725";0,720;Q2;51;94;301;4270;550;288;1,86;45,43;United Kingdom;Western Europe;"Informa Healthcare";"1947-2020";"Psychiatry and Mental Health (Q2)"
202;24767;"Adicciones";journal;"02144840";0,716;Q2;28;34;100;1307;229;72;3,70;38,44;Spain;Western Europe;"Edita Socidrogalcohol";"1994-2020";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
203;16102;"Human Psychopharmacology";journal;"10991077, 08856222";0,714;Q2;75;29;157;1277;331;145;2,24;44,03;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1986-2020";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3)"
204;15031;"Infant Mental Health Journal";journal;"01639641, 10970355";0,714;Q2;69;62;177;4056;324;161;1,74;65,42;United States;Northern America;"John Wiley and Sons Inc.";"1980-2020";"Developmental and Educational Psychology (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
205;5800179601;"Substance Abuse: Treatment, Prevention, and Policy";journal;"1747597X";0,711;Q2;38;59;142;2657;325;135;2,36;45,03;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Health Policy (Q2); Psychiatry and Mental Health (Q2)"
206;19262;"Revista Brasileira de Psiquiatria";journal;"1809452X, 15164446";0,708;Q2;50;107;222;2723;395;168;2,10;25,45;Brazil;Latin America;"Associacao Brasileira de Psiquiatria";"1999-2020";"Psychiatry and Mental Health (Q2)"
207;21100466871;"Review Journal of Autism and Developmental Disorders";journal;"21957177, 21957185";0,707;Q2;16;41;84;2878;188;80;1,50;70,20;United States;Northern America;"Springer New York";"2014-2020";"Psychiatry and Mental Health (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Developmental Neuroscience (Q3)"
208;19006;"Psychiatric Genetics";journal;"14735873, 09558829";0,706;Q2;59;24;97;992;125;84;1,19;41,33;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1990-2020";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3); Genetics (Q3); Genetics (clinical) (Q3)"
209;21100396040;"Dementia and Geriatric Cognitive Disorders Extra";journal;"16645464";0,695;Q2;14;39;142;1317;287;128;2,34;33,77;Switzerland;Western Europe;"S. Karger AG";"2011, 2015-2020";"Psychiatry and Mental Health (Q2); Cognitive Neuroscience (Q3)"
210;28533;"American Journal of Alzheimer's Disease and other Dementias";journal;"15333175";0,680;Q2;56;76;198;3238;411;197;1,89;42,61;United States;Northern America;"SAGE Publications Inc.";"1986-2020";"Clinical Psychology (Q2); Geriatrics and Gerontology (Q2); Psychiatry and Mental Health (Q2); Neuroscience (miscellaneous) (Q3)"
211;19900191908;"Innovations in Clinical Neuroscience";journal;"21588341, 21588333";0,678;Q2;30;32;120;850;217;87;2,87;26,56;United States;Northern America;"Matrix Medical Communications";"2011-2019";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
212;19700177307;"Parkinson's Disease";journal;"20420080, 20908083";0,678;Q2;41;70;204;2999;475;198;1,94;42,84;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2020";"Psychiatry and Mental Health (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
213;16186;"International Journal of Social Psychiatry";journal;"00207640, 17412854";0,676;Q2;58;75;291;3241;448;253;1,73;43,21;United Kingdom;Western Europe;"SAGE Publications Ltd";"1955-2020";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
214;21100854907;"Borderline Personality Disorder and Emotion Dysregulation";journal;"20516673";0,672;Q2;2;0;2;0;7;2;0,00;0,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2016";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
215;21945;"Substance Use and Misuse";journal;"10826084, 15322491";0,671;Q2;76;262;680;12712;1187;654;1,71;48,52;United Kingdom;Western Europe;"Informa Healthcare";"1966-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)"
216;17942;"Neurological Sciences";journal;"15901874, 15903478";0,670;Q2;69;518;1162;13193;1990;845;2,41;25,47;Italy;Western Europe;"Springer-Verlag Italia";"1996-2020";"Dermatology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Neurology (clinical) (Q3)"
217;12111;"Behavioral Medicine";journal;"19404026, 08964289";0,665;Q2;48;54;104;2833;205;99;1,86;52,46;United States;Northern America;"Routledge";"1988-2020";"Applied Psychology (Q2); Psychiatry and Mental Health (Q2)"
218;58705;"Psychology, Health and Medicine";journal;"13548506, 14653966";0,663;Q2;59;177;391;5933;763;382;1,94;33,52;United Kingdom;Western Europe;"Routledge";"1996-2020";"Applied Psychology (Q2); Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
219;23164;"School Psychology International";journal;"14617374, 01430343";0,657;Q2;54;35;106;1806;215;105;1,97;51,60;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2020";"Developmental and Educational Psychology (Q2); Education (Q2); Psychiatry and Mental Health (Q2)"
220;29979;"Journal of Psychosocial Oncology";journal;"07347332, 15407586";0,656;Q2;44;58;135;2306;205;131;1,27;39,76;United States;Northern America;"Routledge";"1983-2020";"Applied Psychology (Q2); Psychiatry and Mental Health (Q2); Oncology (Q3)"
221;21100388400;"Addictive Behaviors Reports";journal;"23528532";0,654;Q2;15;94;107;4383;289;105;2,83;46,63;United Kingdom;Western Europe;"Elsevier Ltd.";"2015-2020";"Psychiatry and Mental Health (Q2)"
222;29291;"Community Mental Health Journal";journal;"15732789, 00103853";0,647;Q2;63;167;406;6531;688;391;1,54;39,11;United States;Northern America;"Springer Netherlands";"1965-2020";"Health (social science) (Q2); Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)"
223;16400154776;"Personality and Mental Health";journal;"19328621, 1932863X";0,646;Q2;18;26;104;1257;180;85;2,14;48,35;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2009-2020";"Psychiatric Mental Health (Q1); Health Policy (Q2); Psychiatry and Mental Health (Q2)"
224;18710;"Psychiatry (New York)";journal;"00332747, 1943281X";0,646;Q2;57;44;116;1060;144;85;1,59;24,09;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1938-2020";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
225;12000154319;"Mental Health and Physical Activity";journal;"18780199, 17552966";0,640;Q2;28;27;100;1659;201;98;2,00;61,44;Netherlands;Western Europe;"Elsevier BV";"2008-2020";"Applied Psychology (Q2); Psychiatry and Mental Health (Q2)"
226;19700175787;"Psychology Research and Behavior Management";journal;"11791578";0,638;Q2;25;104;133;5610;334;131;2,51;53,94;United Kingdom;Western Europe;"Dove Medical Press Ltd.";"2017-2020";"Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2)"
227;4000151608;"Psychiatry Investigation";journal;"17383684";0,636;Q2;30;135;397;5547;718;375;1,82;41,09;South Korea;Asiatic Region;"Korean Neuropsychiatric Association";"2006-2020";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
228;21100837200;"Schizophrenia Research and Treatment";journal;"20902085, 20902093";0,632;Q2;7;2;23;69;47;23;1,43;34,50;Egypt;Africa/Middle East;"Hindawi Limited";"2014-2019";"Psychiatry and Mental Health (Q2); Neurology (clinical) (Q3)"
229;19928;"Transcultural Psychiatry";journal;"14617471, 13634615";0,630;Q2;52;78;126;4408;244;117;2,03;56,51;United Kingdom;Western Europe;"SAGE Publications Ltd";"1964-2020";"Health (social science) (Q2); Psychiatry and Mental Health (Q2)"
230;36956;"Culture, Medicine and Psychiatry";journal;"1573076X, 0165005X";0,629;Q2;54;47;117;2918;192;98;1,55;62,09;United States;Northern America;"Springer New York";"1977-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q2); Health (social science) (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
231;21100202146;"Journal of Obsessive-Compulsive and Related Disorders";journal;"22113649, 22113657";0,626;Q2;23;69;174;3687;268;170;1,40;53,43;United Kingdom;Western Europe;"Elsevier Science &amp; Technology";"2012-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
232;24514;"Clinical Child Psychology and Psychiatry";journal;"13591045";0,625;Q2;51;72;130;2751;256;122;1,94;38,21;United States;Northern America;"SAGE Publications Ltd";"1996-2020";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
233;13547;"Eating Disorders";journal;"1532530X, 10640266";0,624;Q2;48;70;117;2669;243;115;2,29;38,13;United States;Northern America;"Routledge";"1993-2020";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
234;16709;"Journal of Forensic Psychiatry and Psychology";journal;"14789957, 14789949";0,623;Q2;43;57;167;2280;250;164;1,32;40,00;United Kingdom;Western Europe;"Routledge";"2003-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
235;13422;"Psychoanalytic Quarterly";journal;"00332828, 21674086";0,623;Q2;38;32;123;1322;56;110;0,55;41,31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1945-2020";"Arts and Humanities (miscellaneous) (Q2); Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Developmental and Educational Psychology (Q3)"
236;29882;"Journal of Child Sexual Abuse";journal;"10538712, 15470679";0,612;Q2;42;73;174;3602;271;163;1,50;49,34;United States;Northern America;"Routledge";"1992-2020";"Clinical Psychology (Q2); Pathology and Forensic Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
237;25291;"Journal of Addictive Diseases";journal;"10550887";0,611;Q2;58;0;114;0;160;104;0,94;0,00;United States;Northern America;"Routledge";"1991-2018, 2020";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
238;21100807769;"BJPsych Bulletin";journal;"20564708, 20564694";0,606;Q2;15;70;245;1147;303;176;1,76;16,39;United Kingdom;Western Europe;"Royal College of Psychiatrists";"2014-2020";"Psychiatry and Mental Health (Q2)"
239;14112;"Rehabilitation Psychology";journal;"00905550, 19391544";0,600;Q2;62;61;184;2006;327;170;1,80;32,89;United States;Northern America;"American Psychological Association Inc.";"1982-2020";"Clinical Psychology (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Psychiatry and Mental Health (Q2); Rehabilitation (Q2)"
240;18690;"Psychiatric Quarterly";journal;"00332720, 15736709";0,594;Q2;48;76;230;3201;383;228;1,63;42,12;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1927-1975, 1977-2020";"Psychiatry and Mental Health (Q2)"
241;20049;"Behavioural Pharmacology";journal;"14735849, 09558810";0,592;Q2;79;77;240;4890;414;231;1,85;63,51;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1992-2020";"Pharmacology (Q2); Psychiatry and Mental Health (Q2)"
242;17600155210;"Revista de Psiquiatria y Salud Mental";journal;"18889891, 19894600";0,586;Q2;19;44;114;1708;198;80;2,58;38,82;Spain;Western Europe;"Ediciones Doyma, S.L.";"2008-2020";"Psychiatry and Mental Health (Q2)"
243;21100208035;"International Journal of Forensic Mental Health";journal;"19329903, 14999013";0,583;Q2;34;42;90;2676;149;87;1,45;63,71;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2020";"Psychiatric Mental Health (Q1); Pathology and Forensic Medicine (Q2); Psychiatry and Mental Health (Q2)"
244;12054;"Arts in Psychotherapy";journal;"01974556, 18735878";0,578;Q2;33;69;183;3250;285;169;1,54;47,10;United Kingdom;Western Europe;"Elsevier Ltd.";"1973, 1975-2020";"Clinical Psychology (Q2); Health Professions (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
245;17539;"Academic Psychiatry";journal;"15457230, 10429670";0,566;Q2;40;162;594;2615;635;437;1,45;16,14;United States;Northern America;"Springer International Publishing AG";"1989-2020";"Education (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
246;15053;"Infants and Young Children";journal;"08963746, 15505081";0,565;Q2;41;24;77;830;89;67;1,06;34,58;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1988-2020";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2); Developmental and Educational Psychology (Q3)"
247;21100831042;"Spirituality in Clinical Practice";journal;"23264519, 23264500";0,561;Q2;11;26;90;495;102;83;1,19;19,04;United States;Northern America;"American Psychological Association Inc.";"2014-2020";"Complementary and Alternative Medicine (Q1); Complementary and Manual Therapy (Q1); Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
248;13415;"Contemporary Psychoanalysis";journal;"00107530, 23309091";0,555;Q2;29;18;100;405;43;94;0,38;22,50;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1964-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
249;15373;"Journal of Aggression, Maltreatment and Trauma";journal;"10926771, 1545083X";0,555;Q2;43;109;204;5377;282;201;1,41;49,33;United States;Northern America;"Routledge";"1997-1998, 2000-2020";"Clinical Psychology (Q2); Health Professions (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
250;144801;"Journal of Psychotherapy Integration";journal;"10530479";0,555;Q2;31;44;130;1302;172;118;1,62;29,59;United States;Northern America;"American Psychological Association Inc.";"1996-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
251;27628;"Journal of Psychosomatic Obstetrics and Gynaecology";journal;"0167482X, 17438942";0,550;Q2;63;57;117;2149;250;87;2,91;37,70;United Kingdom;Western Europe;"Informa Healthcare";"1982-2020";"Clinical Psychology (Q2); Obstetrics and Gynecology (Q2); Psychiatry and Mental Health (Q2); Reproductive Medicine (Q2)"
252;4700152495;"International Journal of Mental Health and Addiction";journal;"15571882, 15571874";0,548;Q2;39;225;356;11759;636;298;2,12;52,26;United States;Northern America;"Springer New York";"2006-2020";"Psychiatry and Mental Health (Q2)"
253;21100198231;"Psychosis";journal;"17522439, 17522447";0,535;Q2;23;42;124;1322;157;118;1,37;31,48;United States;Northern America;"Routledge";"2009-2011, 2014-2015, 2017-2020";"Psychiatry and Mental Health (Q2)"
254;200147105;"Psychogeriatrics";journal;"14798301, 13463500";0,534;Q2;27;106;215;2629;340;181;1,94;24,80;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2005-2020";"Gerontology (Q2); Psychiatry and Mental Health (Q2); Geriatrics and Gerontology (Q3)"
255;14282;"Behavioral Interventions";journal;"10720847, 1099078X";0,533;Q2;32;44;104;1345;113;103;0,95;30,57;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1986-2020";"Arts and Humanities (miscellaneous) (Q2); Clinical Psychology (Q2); Psychiatry and Mental Health (Q2); Developmental and Educational Psychology (Q3)"
256;19700170811;"Psychiatrist";journal;"17583209, 17583217";0,525;Q2;20;0;19;0;30;13;0,00;0,00;United Kingdom;Western Europe;"Royal College of Psychiatrists";"2010-2013, 2016";"Psychiatry and Mental Health (Q2)"
257;21100903407;"Psychoanalysis, Self and Context";journal;"24720038, 24720046";0,518;Q2;11;45;107;941;25;96;0,23;20,91;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
258;21100900600;"Current Treatment Options in Psychiatry";journal;"21963061";0,516;Q2;12;36;94;2186;112;92;1,10;60,72;Switzerland;Western Europe;"Springer International Publishing AG";"2014-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
259;19700194017;"Journal of Mental Health Research in Intellectual Disabilities";journal;"19315872, 19315864";0,516;Q2;20;13;53;546;63;49;1,39;42,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2020";"Psychiatry and Mental Health (Q2)"
260;5800207390;"Clinical Supervisor, The";journal;"07325223, 1545231X";0,514;Q2;26;24;52;1270;86;50;1,66;52,92;United States;Northern America;"Routledge";"1983-2020";"Clinical Psychology (Q2); Education (Q2); Psychiatry and Mental Health (Q2)"
261;14958;"Criminal Behaviour and Mental Health";journal;"09579664, 14712857";0,511;Q2;51;34;134;1214;171;108;1,50;35,71;United States;Northern America;"Wiley-Blackwell";"1992-2020";"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2)"
262;15626;"International Journal of Law and Psychiatry";journal;"18736386, 01602527";0,509;Q2;62;119;244;6223;400;241;1,59;52,29;United Kingdom;Western Europe;"Elsevier Ltd.";"1978-1984, 1986-2020";"Law (Q1); Pathology and Forensic Medicine (Q2); Psychiatry and Mental Health (Q2)"
263;4000151902;"Journal of the Canadian Academy of Child and Adolescent Psychiatry";journal;"17198429";0,506;Q2;33;20;77;514;107;62;1,25;25,70;Canada;Northern America;"Canadian Academy of Child and Adolescent Psychiatry";"2006-2019";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
264;21100201082;"Trends in Psychiatry and Psychotherapy";journal;"22380019, 22376089";0,501;Q2;14;55;128;1853;167;117;1,26;33,69;Brazil;Latin America;"Associacao de Psiquiatria do Rio Grande do Sul";"2011-2019";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
265;21100781873;"Journal of Drug and Alcohol Research";journal;"20908342, 20908334";0,497;Q2;6;22;31;850;42;29;1,00;38,64;Egypt;Africa/Middle East;"Ashdin Publishing";"2015-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
266;11500153515;"Clinical Schizophrenia and Related Psychoses";journal;"19351232, 19412010";0,490;Q2;22;7;77;7;96;67;1,26;1,00;United States;Northern America;"Walsh Medical Media, LLC";"2007-2019";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
267;21100899440;"Forensic Sciences Research";journal;"24711411, 20961790";0,487;Q2;4;63;36;2840;49;32;1,53;45,08;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2020";"Anthropology (Q1); Analytical Chemistry (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2); Psychiatry and Mental Health (Q2); Pathology and Forensic Medicine (Q3)"
268;14300154705;"Neuroethics";journal;"18745490, 18745504";0,487;Q3;27;51;128;2366;174;88;2,43;46,39;Netherlands;Western Europe;"Springer Netherlands";"2009-2020";"Health Policy (Q2); Neurology (Q3); Psychiatry and Mental Health (Q3)"
269;12123;"Behavioral Sciences and the Law";journal;"10990798, 07353936";0,485;Q3;71;51;147;2546;189;134;1,40;49,92;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1983-2020";"Law (Q1); Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)"
270;14893;"International Journal of Psychoanalysis";journal;"17458315, 00207578";0,484;Q3;62;107;286;3186;128;225;0,50;29,78;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1945-1947, 1951-2020";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)"
271;21100218515;"Journal of Gambling Issues";journal;"19107595";0,483;Q3;10;15;81;661;89;76;0,83;44,07;Canada;Northern America;"Centre for Addiction and Mental Health";"2012-2019";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)"
272;5100152905;"Clinical Neuropsychiatry";journal;"17244935";0,481;Q3;19;28;112;1590;171;109;1,69;56,79;Italy;Western Europe;"Giovanni Fioriti Editore";"2006-2019";"Psychiatry and Mental Health (Q3)"
273;21100935804;"Autism and Developmental Language Impairments";journal;"23969415";0,479;Q3;1;6;1;327;1;1;1,00;54,50;United Kingdom;Western Europe;"SAGE Publications Ltd";"2018-2020";"Clinical Psychology (Q2); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)"
274;21100794825;"Health Psychology Open";journal;"20551029";0,478;Q3;12;41;123;2374;217;120;1,95;57,90;United States;Northern America;"SAGE Publications Inc.";"2014-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)"
275;4700152737;"Journal of Applied School Psychology";journal;"15377903, 15377911";0,474;Q3;25;19;56;1024;58;56;1,03;53,89;United States;Northern America;"Routledge";"2002-2020";"Education (Q2); Applied Psychology (Q3); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)"
276;14801;"Sexual and Relationship Therapy";journal;"14681749, 14681994";0,472;Q3;39;70;110;3309;134;87;1,37;47,27;United Kingdom;Western Europe;"Routledge";"2000-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)"
277;14176;"Annals of Clinical Psychiatry";journal;"10401237, 15473325";0,471;Q3;66;36;113;1072;142;98;1,57;29,78;United States;Northern America;"Quadrant Healthcom Inc.";"1989-2020";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)"
278;18300156711;"Advances in Cognitive Psychology";journal;"18951171";0,470;Q3;27;21;66;1052;87;62;1,33;50,10;Poland;Eastern Europe;"University of Finance and Management";"2007-2019";"Clinical Psychology (Q2); Psychology (miscellaneous) (Q2); Applied Psychology (Q3); Experimental and Cognitive Psychology (Q3); Neuroscience (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
279;25315;"Journal of Drug Issues";journal;"00220426";0,469;Q3;53;46;112;2655;171;112;1,39;57,72;United States;Northern America;"SAGE Publications Inc.";"1971-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Psychiatry and Mental Health (Q3)"
280;21783;"Psychopharmacology Bulletin";journal;"00485764";0,467;Q3;61;18;68;102;75;56;1,09;5,67;United States;Northern America;"MedWorks Media LLC";"1963-1967, 1969-1998, 2001-2004, 2006-2012, 2016-2020";"Pharmacology (medical) (Q3); Psychiatry and Mental Health (Q3)"
281;19700175111;"Asia-Pacific Psychiatry";journal;"17585872, 17585864";0,462;Q3;18;31;125;831;140;103;1,17;26,81;United States;Northern America;"Wiley-Blackwell";"2010-2020";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)"
282;22041;"Emotional and Behavioural Difficulties";journal;"17412692, 13632752";0,461;Q3;26;34;100;1473;102;82;0,80;43,32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2020";"Clinical Psychology (Q2); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)"
283;130028;"Clinical Case Studies";journal;"15346501, 15523802";0,450;Q3;20;30;92;1254;91;92;0,92;41,80;United States;Northern America;"SAGE Publications Inc.";"2002-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)"
284;15450;"Journal of Contemporary Psychotherapy";journal;"15733564, 00220116";0,448;Q3;32;37;81;1541;126;78;1,14;41,65;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1968-1982, 1984-2020";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)"
285;4400151523;"Clinical Practice and Epidemiology in Mental Health";journal;"17450179";0,442;Q3;45;25;79;959;139;74;1,65;38,36;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2005-2019";"Epidemiology (Q3); Psychiatry and Mental Health (Q3)"
286;13277;"Families, Systems and Health";journal;"10917527, 19390602";0,439;Q3;44;64;200;642;211;162;1,14;10,03;United States;Northern America;"American Psychological Association Inc.";"1996-2020";"Applied Psychology (Q3); Psychiatry and Mental Health (Q3)"
287;20500195211;"Mental Health Review Journal";journal;"13619322, 20428758";0,439;Q3;14;24;71;1238;93;70;1,06;51,58;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1996, 1998-2013, 2015, 2017-2020";"Psychiatry and Mental Health (Q3)"
288;21100828905;"BJ Psych Advances";journal;"20564686, 20564678";0,436;Q3;9;48;171;1472;142;154;0,86;30,67;United Kingdom;Western Europe;"Royal College of Psychiatrists";"2015-2020";"Psychiatry and Mental Health (Q3)"
289;13450;"Counselling Psychology Quarterly";journal;"09515070, 14693674";0,432;Q3;30;49;93;2924;108;72;1,25;59,67;United Kingdom;Western Europe;"Routledge";"1988-2020";"Clinical Psychology (Q2); Applied Psychology (Q3); Psychiatry and Mental Health (Q3)"
290;15571;"Journal of Mental Health Policy and Economics";journal;"10914358, 1099176X";0,432;Q3;30;14;56;415;44;44;0,72;29,64;Italy;Western Europe;"ICMPE";"2002-2019";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
291;16181;"International Journal of Psychiatry in Medicine";journal;"15413527, 00912174";0,430;Q3;52;41;130;1259;156;123;0,92;30,71;United States;Northern America;"SAGE Publications Inc.";"1973-1975, 1977-1978, 1980-2020";"Psychiatry and Mental Health (Q3)"
292;14622;"Social Work in Health Care";journal;"00981389, 1541034X";0,430;Q3;42;62;168;2855;216;166;1,25;46,05;United States;Northern America;"Routledge";"1975-2020";"Community and Home Care (Q2); Psychiatry and Mental Health (Q3); Social Work (Q3)"
293;17579;"Actas Espanolas de Psiquiatria";journal;"15782735, 11399287";0,427;Q3;30;42;134;1325;117;86;1,45;31,55;Spain;Western Europe;"STM Editores S.A";"1996-2019";"Psychiatry and Mental Health (Q3)"
294;12823;"Canadian Journal of Human Sexuality";journal;"22917063, 11884517";0,427;Q3;33;30;75;1495;85;71;0,96;49,83;Canada;Northern America;"SIECCAN";"1994, 1996-2019";"Psychology (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)"
